train_accuracy,train_loss,test_accuracy,test_loss
0.8533257246017456,0.37154099345207214,0.7944501638412476,0.5198065638542175
0.8564525246620178,0.3720141351222992,0.8006166219711304,0.5293737053871155
0.8629903197288513,0.36230844259262085,0.7821171879768372,0.5281655788421631
0.8661171197891235,0.35061997175216675,0.7923946380615234,0.5228082537651062
0.8689596652984619,0.3440306484699249,0.798561155796051,0.5411018133163452
0.8698123693466187,0.33649682998657227,0.7780061960220337,0.5574665069580078
0.8678226470947266,0.34490230679512024,0.798561155796051,0.5419067740440369
0.8814667463302612,0.3175390064716339,0.7769784331321716,0.5618143677711487
0.8823195099830627,0.3117021322250366,0.7913669347763062,0.5750955939292908
0.8854462504386902,0.30869778990745544,0.7954779267311096,0.5589800477027893
0.8945423364639282,0.29898542165756226,0.7738951444625854,0.581875741481781
0.8916998505592346,0.28952738642692566,0.7944501638412476,0.591105580329895
0.9007958769798279,0.27829408645629883,0.7780061960220337,0.6012510657310486
0.8979533910751343,0.2761184871196747,0.7903391718864441,0.5930014848709106
